ID,Default,Loan_type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship
1026,0,Car ,Female,36,HS      ,81568,626,0,2,Citizen    
1027,0,Home,Male  ,35,HS      ,87989,678,5,2,Citizen    
1028,0,Car ,Female,49,HS      ,65788,743,0,2,Non-citizen
1029,0,Car ,Male  ,38,HS      ,63725,574,0,2,Citizen    
1030,0,Home,Male  ,40,College ,101335,691,6,2,Citizen    
1031,0,Home,Female,37,HS      ,91958,649,8,2,Citizen    
1032,0,Car ,Female,36,HS      ,101202,672,0,2,Citizen    
1033,0,Car ,Female,47,HS      ,109354,640,3,2,Citizen    
1034,0,Car ,Female,36,HS      ,85825,575,0,2,Citizen    
1035,0,Car ,Female,52,HS      ,122941,588,0,2,Citizen    
1036,0,Car ,Male  ,44,College ,98837,624,1,2,Citizen    
1037,0,Home,Male  ,45,HS      ,101268,625,7,2,Citizen    
1038,0,Car ,Female,53,Graduate,142959,671,2,1,Non-citizen
1039,0,Car ,Male  ,44,Graduate,93865,637,2,2,Citizen    
1040,0,Home,Male  ,44,HS      ,73868,577,9,2,Citizen    
1041,0,Home,Male  ,60,HS      ,109354,631,11,2,Citizen    
1042,0,Home,Female,35,HS      ,113976,582,8,1,Citizen    
1043,0,Home,Male  ,37,HS      ,102125,625,3,2,Citizen    
1044,0,Car ,Male  ,38,College ,65554,471,2,2,Citizen    
1045,1,Home,Female,42,HS      ,91239,726,8,2,Citizen    
1046,0,Car ,Male  ,48,HS      ,87479,637,2,2,Citizen    
1047,0,Home,Male  ,52,College ,75713,552,9,2,Citizen    
1048,0,Car ,Male  ,31,HS      ,68898,555,0,2,Citizen    
1049,0,Car ,Male  ,48,College ,66514,558,0,2,Citizen    
1050,1,Car ,Female,45,HS      ,119518,671,0,2,Citizen    
1051,0,Home,Female,38,College ,100125,604,6,1,Citizen    
1052,0,Home,Male  ,43,HS      ,98160,592,9,2,Citizen    
1053,0,Home,Female,37,College ,98135,607,8,2,Citizen    
1054,0,Home,Female,40,College ,92532,682,5,2,Citizen    
1055,0,Car ,Female,39,HS      ,121981,568,0,2,Citizen    
1056,0,Car ,Male  ,42,HS      ,95048,716,0,1,Citizen    
1057,0,Car ,Female,57,College ,95454,648,1,2,Citizen    
1058,0,Car ,Female,43,HS      ,125406,633,3,2,Citizen    
1059,0,Home,Male  ,37,HS      ,74451,661,2,2,Citizen    
1060,0,Car ,Male  ,49,HS      ,102846,629,0,2,Citizen    
1061,1,Home,Female,37,HS      ,118777,633,6,2,Citizen    
1063,0,Car ,Male  ,38,HS      ,73642,516,0,2,Citizen    
1064,0,Home,Male  ,40,HS      ,90926,543,5,2,Citizen    
1065,0,Car ,Female,49,HS      ,116367,680,0,2,Citizen    
1066,0,Home,Male  ,33,HS      ,96148,674,6,2,Citizen    
1067,0,Home,Male  ,34,HS      ,105258,590,6,2,Citizen    
1068,0,Car ,Male  ,38,HS      ,74672,544,0,2,Citizen    
1069,0,Car ,Female,35,HS      ,77939,630,0,2,Citizen    
1070,0,Home,Male  ,46,HS      ,78055,587,5,2,Citizen    
1071,0,Car ,Male  ,39,HS      ,125171,551,2,2,Citizen    
1072,0,Car ,Female,38,HS      ,64211,615,2,2,Citizen    
1073,0,Home,Male  ,38,HS      ,102998,540,7,2,Citizen    
1074,0,Home,Male  ,38,HS      ,62399,544,5,2,Citizen    
1075,0,Car ,Male  ,43,College ,91217,705,0,2,Citizen    
1076,0,Home,Male  ,48,HS      ,113063,692,7,2,Citizen    
1077,0,Home,Male  ,37,HS      ,105306,605,6,2,Citizen    
1078,0,Home,Male  ,45,HS      ,93313,625,4,2,Citizen    
1079,0,Home,Male  ,47,HS      ,99015,694,5,2,Citizen    
1080,0,Home,Male  ,39,HS      ,93493,599,6,2,Citizen    
1081,0,Home,Male  ,40,HS      ,106081,635,8,2,Citizen    
1082,0,Car ,Male  ,45,HS      ,85585,590,2,2,Citizen    
1083,0,Car ,Male  ,45,College ,119690,593,0,2,Citizen    
1084,0,Car ,Male  ,43,HS      ,107134,616,0,2,Citizen    
1085,0,Home,Male  ,42,HS      ,91392,655,11,2,Citizen    
1086,0,Car ,Male  ,39,HS      ,100892,648,1,2,Citizen    
1087,0,Car ,Male  ,42,HS      ,107847,600,0,2,Citizen    
1088,0,Car ,Male  ,50,HS      ,69296,637,2,2,Citizen    
1089,0,Home,Male  ,45,HS      ,81952,581,7,2,Citizen    
1090,0,Car ,Female,50,College ,98775,694,2,2,Citizen    
1091,1,Car ,Female,40,College ,112136,716,2,2,Citizen    
1092,0,Car ,Female,36,HS      ,91909,636,0,2,Citizen    
1093,0,Car ,Female,39,HS      ,117820,579,2,2,Citizen    
1094,0,Car ,Male  ,44,HS      ,83852,607,2,2,Citizen    
1095,0,Car ,Female,45,HS      ,105645,576,0,2,Citizen    
1096,1,Home,Male  ,45,College ,80338,667,3,2,Citizen    
1097,0,Home,Male  ,33,College ,89253,619,6,2,Citizen    
1098,0,Home,Male  ,43,HS      ,88793,597,2,2,Citizen    
1099,1,Home,Male  ,48,HS      ,97653,614,2,2,Citizen    
1100,0,Car ,Female,53,College ,116541,716,2,1,Citizen    
1101,0,Car ,Female,45,College ,85153,603,0,2,Citizen    
1102,0,Home,Female,38,HS      ,93469,654,6,2,Citizen    
1103,1,Car ,Female,49,College ,129954,744,3,2,Citizen    
1104,0,Car ,Female,45,HS      ,120386,592,0,2,Non-citizen
1105,0,Home,Male  ,32,HS      ,55979,587,1,2,Citizen    
1106,0,Car ,Female,46,HS      ,110429,724,2,1,Citizen    
1107,0,Car ,Male  ,50,HS      ,105758,626,2,1,Citizen    
1108,0,Home,Male  ,42,HS      ,82291,516,3,2,Citizen    
1109,0,Car ,Male  ,42,HS      ,115772,598,1,2,Citizen    
1110,0,Home,Male  ,37,HS      ,106550,561,9,2,Citizen    
1111,0,Car ,Female,44,HS      ,82678,582,0,2,Citizen    
1112,0,Home,Male  ,36,HS      ,96528,528,5,2,Citizen    
1113,1,Car ,Female,50,College ,123119,646,2,1,Citizen    
1114,0,Home,Male  ,33,HS      ,82841,467,13,2,Citizen    
1115,0,Home,Male  ,45,HS      ,112001,552,5,2,Citizen    
1116,0,Home,Male  ,34,HS      ,85679,572,7,2,Citizen    
1117,0,Home,Male  ,46,HS      ,116594,675,10,1,Citizen    
1118,0,Car ,Female,46,HS      ,127430,609,1,2,Citizen    
1119,0,Car ,Female,40,HS      ,92327,557,0,2,Citizen    
1120,0,Car ,Male  ,38,College ,59505,527,0,2,Citizen    
1121,0,Car ,Female,48,College ,111026,589,2,2,Citizen    
1122,0,Car ,Female,45,College ,93763,625,3,2,Citizen    
1123,0,Home,Male  ,38,HS      ,69758,489,0,2,Citizen    
1124,0,Car ,Female,52,College ,121456,615,3,2,Citizen    
1125,0,Home,Male  ,47,College ,121503,608,9,2,Citizen    
1126,0,Car ,Male  ,45,HS      ,79233,667,0,2,Citizen    
1127,0,Car ,Male  ,31,HS      ,97882,685,2,2,Citizen    
1128,0,Car ,Male  ,36,HS      ,102534,645,0,2,Citizen    
1129,0,Car ,Female,52,College ,112908,660,0,1,Citizen    
1130,0,Car ,Female,47,HS      ,100588,632,2,2,Citizen    
1131,0,Home,Male  ,40,College ,100211,634,13,2,Citizen    
1132,1,Car ,Male  ,44,HS      ,99806,560,0,2,Citizen    
1133,0,Car ,Male  ,45,College ,102694,625,1,2,Citizen    
1134,1,Car ,Female,47,HS      ,96529,642,2,2,Citizen    
1135,0,Car ,Female,38,College ,116576,610,2,2,Citizen    
1136,0,Car ,Female,45,HS      ,88567,573,1,2,Citizen    
1137,0,Car ,Female,33,HS      ,91145,519,0,2,Citizen    
1138,0,Home,Male  ,44,College ,70608,645,7,2,Citizen    
1139,1,Home,Female,43,HS      ,98644,618,7,2,Citizen    
1140,0,Car ,Female,55,College ,113409,680,2,2,Citizen    
1141,0,Car ,Female,45,HS      ,111282,654,0,2,Non-citizen
1142,0,Car ,Female,50,College ,72220,578,0,2,Citizen    
1143,0,Car ,Female,39,HS      ,139700,636,1,2,Citizen    
1144,0,Car ,Male  ,41,HS      ,101906,538,2,2,Citizen    
1145,0,Car ,Male  ,46,HS      ,77471,556,3,2,Citizen    
1146,0,Home,Female,45,HS      ,109313,572,7,2,Citizen    
1147,0,Car ,Male  ,36,HS      ,105238,605,0,2,Citizen    
1148,0,Car ,Female,48,HS      ,105018,710,2,2,Citizen    
1149,0,Car ,Female,47,College ,125485,626,2,1,Citizen    
1150,0,Car ,Male  ,44,College ,104119,577,2,2,Citizen    
1151,0,Home,Female,42,HS      ,93970,693,5,2,Citizen    
1152,0,Home,Male  ,42,HS      ,77979,646,6,2,Citizen    
1153,0,Car ,Female,50,HS      ,113666,672,0,2,Citizen    
1154,0,Home,Male  ,44,College ,96173,615,9,2,Citizen    
1155,0,Home,Male  ,36,HS      ,83498,518,4,2,Citizen    
1156,0,Home,Male  ,46,HS      ,119246,691,7,2,Citizen    
1157,0,Home,Male  ,42,HS      ,74800,536,5,2,Citizen    
1158,0,Home,Male  ,42,HS      ,93466,623,2,2,Citizen    
1160,0,Home,Female,47,College ,112921,689,10,2,Citizen    
1161,0,Car ,Female,44,College ,106839,657,2,2,Citizen    
1162,0,Car ,Female,38,HS      ,82795,645,0,2,Citizen    
1163,0,Home,Male  ,40,HS      ,92513,536,2,1,Citizen    
1164,0,Car ,Male  ,37,HS      ,84324,665,0,2,Citizen    
1165,0,Car ,Female,46,HS      ,115588,653,1,2,Citizen    
1166,0,Home,Male  ,35,HS      ,94711,598,7,2,Citizen    
1167,0,Car ,Male  ,42,HS      ,58819,636,0,2,Citizen    
1168,0,Home,Male  ,47,HS      ,90402,658,7,2,Citizen    
1169,0,Car ,Female,35,HS      ,88892,738,1,2,Citizen    
1171,0,Car ,Male  ,35,College ,67457,664,2,2,Citizen    
1172,0,Car ,Female,39,HS      ,101589,636,0,2,Citizen    
1173,0,Car ,Male  ,49,HS      ,86160,582,2,2,Citizen    
1174,0,Home,Male  ,37,College ,91784,625,5,2,Citizen    
1175,0,Home,Male  ,36,HS      ,95911,662,5,2,Citizen    
1176,0,Home,Male  ,48,HS      ,110571,590,2,2,Citizen    
1177,0,Car ,Female,37,College ,93485,642,1,2,Citizen    
1178,0,Home,Male  ,39,HS      ,93650,693,5,2,Citizen    
1179,0,Car ,Female,42,HS      ,106090,644,0,2,Citizen    
1180,0,Car ,Female,52,HS      ,83575,725,2,1,Citizen    
1181,0,Home,Male  ,36,HS      ,100746,613,1,2,Citizen    
1182,0,Home,Male  ,36,HS      ,82775,502,6,2,Citizen    
1183,0,Car ,Male  ,42,College ,118592,594,2,2,Citizen    
1184,0,Car ,Female,42,HS      ,111033,607,3,2,Citizen    
1185,0,Car ,Male  ,53,College ,112571,676,2,2,Citizen    
1186,0,Home,Male  ,41,College ,90298,607,8,2,Citizen    
1187,0,Car ,Male  ,40,HS      ,98249,571,0,2,Citizen    
1188,0,Car ,Female,35,College ,98057,615,3,1,Citizen    
1189,0,Car ,Female,36,HS      ,114245,534,0,2,Citizen    
1190,0,Car ,Female,53,HS      ,94735,637,2,1,Citizen    
1191,0,Car ,Male  ,44,HS      ,108989,612,2,2,Citizen    
1192,0,Car ,Male  ,31,HS      ,95416,582,0,2,Citizen    
1193,1,Car ,Female,41,HS      ,117052,638,2,2,Citizen    
1194,0,Car ,Male  ,47,HS      ,122781,653,2,2,Citizen    
1195,0,Car ,Female,43,College ,92476,551,1,2,Citizen    
1196,0,Home,Male  ,35,HS      ,78251,570,5,2,Citizen    
1197,0,Home,Male  ,44,HS      ,106567,601,11,1,Citizen    
1198,0,Car ,Male  ,53,College ,119536,560,2,2,Citizen    
1199,1,Car ,Male  ,53,HS      ,90420,681,1,2,Citizen    
1200,1,Home,Female,57,College ,118825,710,12,1,Citizen    
1201,0,Car ,Male  ,45,College ,121857,638,3,2,Citizen    
1202,0,Car ,Male  ,50,HS      ,81695,589,0,2,Citizen    
1203,0,Car ,Male  ,40,HS      ,99874,554,1,2,Citizen    
1204,0,Home,Female,30,HS      ,65436,589,0,2,Citizen    
1205,0,Home,Male  ,46,HS      ,102649,581,6,1,Citizen    
1206,0,Car ,Male  ,36,HS      ,103601,636,3,2,Citizen    
1207,1,Car ,Female,51,HS      ,126963,686,2,2,Citizen    
1208,0,Home,Female,38,HS      ,104127,666,4,1,Citizen    
1209,0,Home,Female,38,HS      ,76570,708,5,2,Citizen    
1210,0,Home,Male  ,39,HS      ,85507,535,5,2,Citizen    
1211,0,Car ,Male  ,42,HS      ,66386,454,0,2,Citizen    
1212,0,Car ,Male  ,43,Graduate,102841,675,0,2,Citizen    
1213,0,Car ,Male  ,39,HS      ,108303,645,1,2,Citizen    
1214,0,Home,Female,43,College ,73032,585,7,2,Citizen    
1215,0,Car ,Male  ,31,HS      ,86023,559,1,2,Citizen    
1216,0,Home,Male  ,47,College ,97255,613,12,2,Citizen    
1217,0,Home,Male  ,35,HS      ,70638,535,2,2,Citizen    
1218,0,Home,Female,41,HS      ,132971,628,5,2,Citizen    
1219,0,Home,Male  ,50,HS      ,60219,547,6,2,Citizen    
1220,0,Home,Male  ,41,HS      ,92658,541,7,2,Citizen    
1221,0,Home,Male  ,44,HS      ,87121,528,5,2,Citizen    
1222,1,Home,Female,54,College ,105355,698,3,2,Citizen    
1223,0,Home,Male  ,40,College ,74887,578,5,2,Citizen    
1224,0,Car ,Male  ,37,College ,70524,593,0,2,Citizen    
1225,0,Car ,Male  ,35,HS      ,61022,532,2,2,Citizen    
1226,0,Car ,Male  ,45,HS      ,85810,562,0,2,Citizen    
1227,0,Home,Male  ,45,HS      ,112330,692,4,2,Citizen    
1228,0,Home,Male  ,39,HS      ,81765,658,8,1,Citizen    
1229,0,Car ,Female,48,HS      ,92723,605,0,2,Citizen    
1230,0,Home,Male  ,38,HS      ,79850,569,7,2,Citizen    
1231,0,Car ,Male  ,43,HS      ,67235,701,2,2,Citizen    
1232,0,Car ,Female,50,College ,100680,599,3,1,Citizen    
1233,0,Home,Male  ,38,HS      ,103340,560,8,2,Citizen    
1234,0,Car ,Female,41,College ,106651,669,1,2,Non-citizen
1235,0,Car ,Female,44,HS      ,124451,723,0,2,Citizen    
1236,0,Car ,Female,34,HS      ,117835,620,1,2,Citizen    
1237,0,Car ,Female,40,HS      ,103534,631,1,2,Citizen    
1238,0,Home,Male  ,24,HS      ,71836,675,5,2,Citizen    
1239,0,Car ,Male  ,37,HS      ,97335,647,1,2,Citizen    
1240,1,Car ,Male  ,41,Graduate,134819,655,2,2,Citizen    
1241,0,Car ,Male  ,37,HS      ,107560,621,1,2,Citizen    
1242,0,Home,Male  ,39,HS      ,72243,725,5,2,Citizen    
1243,0,Car ,Female,38,HS      ,102463,547,0,2,Citizen    
1244,0,Car ,Male  ,45,College ,104142,522,2,2,Citizen    
1245,0,Home,Female,40,College ,115813,685,10,1,Citizen    
1246,0,Home,Male  ,29,HS      ,48601,562,2,2,Citizen    
1247,0,Home,Male  ,42,HS      ,100293,600,2,2,Citizen    
1248,0,Car ,Male  ,47,HS      ,129402,684,2,2,Citizen    
1249,0,Car ,Male  ,41,Graduate,68241,506,1,2,Citizen    
1250,0,Home,Female,39,HS      ,111124,671,5,2,Citizen    
1251,0,Car ,Female,54,HS      ,109932,649,0,2,Citizen    
1252,0,Car ,Male  ,52,HS      ,93400,681,2,1,Citizen    
1253,0,Car ,Male  ,34,HS      ,81283,614,2,2,Citizen    
1254,0,Car ,Male  ,49,College ,122325,815,3,1,Citizen    
1255,0,Car ,Male  ,42,HS      ,98947,574,0,2,Citizen    
1256,1,Car ,Male  ,48,College ,129023,718,3,2,Citizen    
1257,0,Car ,Female,38,HS      ,72236,625,0,2,Citizen    
1258,0,Home,Male  ,44,College ,100239,581,7,2,Citizen    
1259,0,Home,Male  ,32,HS      ,89534,531,7,2,Citizen    
1260,0,Home,Male  ,38,College ,105069,559,8,2,Citizen    
1261,0,Car ,Female,40,HS      ,93418,526,1,2,Citizen    
1262,0,Car ,Male  ,37,HS      ,94374,601,1,2,Citizen    
1263,1,Car ,Female,44,College ,113661,753,3,1,Citizen    
1264,0,Car ,Female,45,HS      ,78848,661,2,1,Citizen    
1265,0,Car ,Male  ,35,HS      ,83072,630,2,2,Citizen    
1266,0,Car ,Male  ,42,HS      ,98761,631,2,2,Citizen    
1267,0,Car ,Male  ,49,College ,93148,653,1,2,Citizen    
1268,0,Car ,Male  ,39,HS      ,102320,644,1,2,Citizen    
1269,0,Car ,Female,49,HS      ,110658,594,0,1,Citizen    
1270,0,Car ,Male  ,54,HS      ,94028,587,1,2,Citizen    
1271,0,Car ,Female,52,HS      ,85075,657,1,2,Citizen    
1272,0,Car ,Male  ,39,HS      ,76516,525,0,2,Citizen    
1273,0,Home,Male  ,45,HS      ,78650,606,6,2,Citizen    
1274,0,Home,Female,43,HS      ,103136,594,7,2,Citizen    
1275,0,Home,Female,35,HS      ,72272,662,5,1,Citizen    
1276,0,Car ,Female,47,College ,111690,604,2,2,Citizen    
1277,0,Car ,Female,46,HS      ,102067,505,0,2,Citizen    
1278,0,Home,Male  ,32,HS      ,71611,586,7,2,Citizen    
1279,0,Car ,Male  ,29,HS      ,95687,623,0,2,Citizen    
1280,0,Car ,Male  ,42,HS      ,95740,591,3,2,Citizen    
1281,1,Car ,Female,41,Graduate,76918,645,0,2,Citizen    
1282,0,Home,Male  ,43,HS      ,100152,523,4,2,Citizen    
1283,0,Home,Female,48,HS      ,93852,564,8,2,Citizen    
1284,0,Car ,Female,42,HS      ,111015,616,1,2,Citizen    
1285,0,Home,Female,44,HS      ,74457,661,7,2,Citizen    
1286,0,Car ,Male  ,58,Graduate,104720,670,2,2,Non-citizen
1287,0,Car ,Male  ,42,College ,91711,608,2,2,Non-citizen
1288,0,Car ,Male  ,37,College ,81712,594,1,2,Citizen    
1289,0,Car ,Male  ,42,College ,103246,711,2,2,Citizen    
1290,0,Home,Male  ,34,HS      ,71177,557,8,2,Citizen    
1291,0,Home,Male  ,32,HS      ,81877,652,7,2,Citizen    
1292,0,Car ,Female,45,HS      ,91868,590,1,2,Citizen    
1293,0,Car ,Male  ,42,HS      ,118095,783,3,1,Citizen    
1294,1,Car ,Female,50,College ,123149,668,2,2,Citizen    
1295,0,Car ,Male  ,43,HS      ,73429,592,0,2,Citizen    
1296,0,Car ,Female,50,College ,133490,664,1,2,Citizen    
1297,0,Car ,Female,52,College ,109154,677,0,2,Citizen    
1298,0,Car ,Female,46,College ,102072,697,2,2,Citizen    
1299,0,Car ,Male  ,39,HS      ,108771,627,3,2,Citizen    
1300,0,Car ,Male  ,54,Graduate,94095,747,1,2,Non-citizen
1301,0,Car ,Female,48,Graduate,103509,701,0,2,Citizen    
1302,1,Car ,Female,58,Graduate,110395,707,1,2,Non-citizen
1303,0,Car ,Male  ,39,College ,81210,590,1,2,Non-citizen
1304,0,Car ,Female,36,HS      ,95604,581,0,2,Citizen    
1305,0,Home,Male  ,36,HS      ,99023,580,4,2,Citizen    
1306,0,Car ,Female,39,HS      ,66437,631,0,2,Citizen    
1307,0,Car ,Female,46,HS      ,108527,617,2,1,Citizen    
1308,0,Car ,Male  ,31,HS      ,72903,546,2,2,Citizen    
1309,0,Car ,Male  ,54,Graduate,91534,631,2,2,Citizen    
1310,0,Car ,Male  ,38,HS      ,85303,579,2,2,Citizen    
1311,0,Car ,Female,53,HS      ,97180,702,1,2,Citizen    
1312,0,Car ,Male  ,42,HS      ,67681,581,1,2,Citizen    
1314,1,Car ,Female,47,Graduate,122899,620,2,2,Citizen    
1315,1,Car ,Male  ,37,College ,132393,648,0,2,Citizen    
1316,0,Car ,Male  ,40,HS      ,94832,548,0,2,Citizen    
1317,1,Car ,Female,44,College ,121667,620,2,2,Citizen    
1318,0,Car ,Male  ,47,HS      ,119588,614,0,2,Citizen    
1319,0,Car ,Male  ,49,HS      ,98805,644,1,2,Citizen    
1320,0,Home,Male  ,33,HS      ,79937,541,0,2,Citizen    
1321,0,Car ,Male  ,42,HS      ,70726,702,0,2,Citizen    
1322,1,Car ,Female,42,College ,91830,521,2,2,Citizen    
1323,0,Car ,Female,49,HS      ,103814,765,2,2,Citizen    
1324,0,Car ,Male  ,45,HS      ,105343,613,1,2,Citizen    
1325,1,Car ,Male  ,38,College ,115190,577,1,2,Citizen    
1326,0,Car ,Male  ,55,HS      ,115171,736,2,2,Citizen    
1327,0,Car ,Male  ,37,College ,85113,596,2,2,Citizen    
1328,0,Car ,Male  ,51,HS      ,113810,638,2,2,Citizen    
1329,0,Car ,Female,47,HS      ,95159,621,0,2,Citizen    
1330,1,Car ,Male  ,38,HS      ,89529,654,0,2,Citizen    
1331,0,Car ,Male  ,46,HS      ,103748,652,1,2,Citizen    
1332,0,Car ,Male  ,42,HS      ,111654,558,3,2,Citizen    
1333,0,Car ,Male  ,31,HS      ,73590,537,0,2,Citizen    
1334,0,Home,Male  ,41,HS      ,97031,691,7,2,Citizen    
1335,0,Home,Male  ,44,College ,102112,725,6,2,Citizen    
1336,0,Car ,Female,30,HS      ,96754,567,0,2,Citizen    
1337,0,Car ,Male  ,50,College ,84917,627,2,2,Citizen    
1338,1,Car ,Male  ,44,College ,119778,666,1,2,Citizen    
1339,0,Car ,Female,42,College ,93672,636,2,2,Citizen    
1340,0,Car ,Male  ,49,HS      ,110257,551,1,2,Citizen    
1341,0,Home,Male  ,39,HS      ,99049,552,3,2,Citizen    
1342,1,Car ,Male  ,53,College ,86532,589,1,2,Citizen    
1343,0,Home,Male  ,33,HS      ,87421,606,3,2,Citizen    
1344,0,Home,Female,49,HS      ,101868,727,5,2,Citizen    
1345,0,Car ,Female,35,College ,122956,501,2,2,Citizen    
1346,0,Home,Male  ,39,HS      ,80743,585,3,2,Citizen    
1347,0,Home,Female,40,HS      ,102569,662,6,2,Citizen    
1348,1,Car ,Female,47,College ,140368,736,0,2,Citizen    
1349,0,Car ,Male  ,44,HS      ,108300,617,0,2,Citizen    
1350,0,Car ,Female,51,Graduate,101050,681,1,2,Citizen    
1351,0,Home,Male  ,43,HS      ,99254,545,9,2,Citizen    
1352,0,Home,Male  ,34,HS      ,95940,520,4,2,Citizen    
1353,0,Car ,Male  ,44,HS      ,99668,581,2,2,Citizen    
1354,0,Car ,Male  ,44,HS      ,74273,571,2,2,Citizen    
1355,0,Car ,Male  ,40,College ,72785,534,2,2,Citizen    
1356,0,Home,Male  ,40,HS      ,92779,623,3,2,Citizen    
1357,0,Car ,Male  ,37,HS      ,111631,590,0,2,Citizen    
1358,0,Car ,Male  ,46,HS      ,84324,586,1,2,Citizen    
1359,0,Car ,Female,48,Graduate,74595,681,2,2,Citizen    
1360,0,Home,Male  ,36,HS      ,80699,672,3,2,Citizen    
1361,0,Car ,Male  ,41,HS      ,80962,613,2,2,Citizen    
1362,0,Car ,Female,40,College ,51881,611,0,2,Citizen    
1363,0,Car ,Female,53,College ,119421,615,3,2,Citizen    
1364,0,Car ,Male  ,30,HS      ,72742,516,0,2,Citizen    
1365,1,Home,Male  ,38,HS      ,116684,682,7,2,Citizen    
1366,0,Car ,Male  ,41,College ,93605,567,3,1,Citizen    
1367,0,Car ,Male  ,49,College ,95036,655,2,2,Citizen    
1368,0,Home,Male  ,37,HS      ,83528,527,6,2,Citizen    
1369,0,Home,Female,44,HS      ,123102,631,8,2,Citizen    
1370,0,Car ,Female,45,HS      ,86537,688,3,2,Citizen    
1371,0,Car ,Female,41,Graduate,96592,530,0,2,Non-citizen
1372,0,Car ,Female,47,College ,95819,570,0,2,Citizen    
1373,0,Car ,Female,41,HS      ,80582,576,1,2,Citizen    
1374,1,Car ,Female,55,College ,136333,668,3,2,Citizen    
1375,0,Home,Female,37,HS      ,88174,699,5,2,Citizen    
1376,0,Car ,Female,42,College ,149116,752,0,2,Citizen    
1377,0,Home,Female,27,HS      ,108001,626,4,2,Citizen    
1378,1,Car ,Male  ,40,HS      ,101049,607,0,2,Citizen    
1379,0,Car ,Male  ,49,College ,112216,635,3,2,Citizen    
1380,0,Car ,Female,48,College ,108506,570,2,2,Citizen    
1381,0,Car ,Female,38,HS      ,95433,550,1,1,Citizen    
1382,1,Car ,Male  ,35,HS      ,108275,598,0,2,Citizen    
1383,0,Car ,Female,43,College ,90908,583,0,2,Citizen    
1384,0,Car ,Male  ,48,College ,98321,687,2,2,Citizen    
1385,0,Car ,Female,43,College ,85530,652,0,2,Citizen    
1386,0,Car ,Male  ,35,HS      ,104126,585,2,2,Citizen    
1387,0,Home,Female,44,HS      ,122168,657,10,2,Citizen    
1388,0,Car ,Female,41,HS      ,79997,561,0,2,Citizen    
1389,0,Home,Female,49,HS      ,126765,615,12,1,Citizen    
1390,0,Car ,Male  ,44,HS      ,73410,630,0,2,Citizen    
1391,0,Home,Female,46,HS      ,92940,524,3,2,Citizen    
1392,0,Car ,Female,46,HS      ,108096,725,3,1,Citizen    
1393,0,Car ,Male  ,54,HS      ,61898,560,0,2,Citizen    
1394,0,Car ,Female,46,College ,122937,651,1,1,Citizen    
1395,0,Car ,Female,54,College ,110492,610,2,2,Citizen    
1396,0,Car ,Male  ,39,College ,85797,646,3,2,Citizen    
1397,0,Car ,Male  ,44,College ,81826,590,0,2,Citizen    
1398,0,Car ,Female,52,HS      ,82476,707,0,2,Citizen    
1399,0,Car ,Female,40,College ,112338,590,2,2,Citizen    
1400,0,Car ,Male  ,50,HS      ,99492,653,1,2,Citizen    
1401,0,Home,Female,49,HS      ,127681,625,9,2,Citizen    
1402,0,Car ,Female,40,HS      ,82284,668,1,2,Citizen    
1403,0,Car ,Male  ,30,HS      ,105668,473,2,2,Citizen    
1404,0,Car ,Male  ,34,HS      ,100246,615,1,2,Citizen    
1405,0,Home,Male  ,39,HS      ,56204,607,12,2,Citizen    
1406,0,Car ,Male  ,37,College ,86573,552,0,2,Citizen    
1407,0,Home,Female,48,HS      ,99007,623,10,2,Citizen    
1408,0,Car ,Male  ,43,HS      ,92606,669,1,2,Citizen    
1409,0,Car ,Female,40,HS      ,102575,722,0,2,Citizen    
1410,0,Home,Male  ,40,HS      ,79030,687,5,1,Citizen    
1411,0,Car ,Male  ,20,HS      ,59066,536,0,1,Citizen    
1412,0,Home,Female,38,HS      ,86835,629,5,2,Citizen    
1413,1,Car ,Female,47,College ,104642,685,3,2,Citizen    
1414,0,Home,Male  ,33,College ,100385,658,7,2,Citizen    
1415,0,Home,Male  ,38,HS      ,74705,668,5,2,Citizen    
1416,0,Home,Male  ,34,HS      ,102108,632,2,2,Citizen    
1417,0,Car ,Male  ,38,HS      ,90868,528,0,2,Citizen    
1418,0,Car ,Male  ,41,HS      ,53187,508,0,2,Citizen    
1419,0,Home,Male  ,45,HS      ,117222,622,6,2,Citizen    
1420,0,Car ,Male  ,36,HS      ,88281,554,0,2,Citizen    
1421,0,Home,Male  ,45,HS      ,78971,584,9,2,Citizen    
1422,0,Car ,Male  ,40,HS      ,95799,499,0,2,Citizen    
1423,0,Car ,Female,45,HS      ,100986,642,1,2,Citizen    
1424,0,Car ,Female,40,HS      ,92813,617,1,2,Citizen    
1425,0,Car ,Male  ,41,College ,97520,553,1,2,Citizen    
1426,0,Car ,Male  ,41,HS      ,70988,632,0,2,Citizen    
1427,0,Car ,Female,43,College ,111384,563,1,2,Citizen    
1428,0,Car ,Male  ,49,HS      ,80549,664,2,2,Citizen    
1429,0,Car ,Male  ,35,College ,69649,625,3,2,Citizen    
1430,0,Home,Male  ,46,HS      ,83874,565,6,2,Citizen    
1431,0,Home,Female,39,College ,88400,570,12,2,Citizen    
1432,0,Car ,Male  ,41,HS      ,66530,583,1,2,Citizen    
1433,0,Car ,Female,34,HS      ,98385,602,1,2,Citizen    
1434,0,Car ,Male  ,56,College ,103480,670,3,2,Citizen    
1435,0,Car ,Female,30,HS      ,109920,557,1,2,Citizen    
